"","chromosome","start","end","Adult_MO1","Adult_MO2","Adult_MO3","Adult_MO4","Adult_MO5"
"20023","chr6",82567598,82574100,934,2798,1177,1637,936
"20024","chr6",82611435,82613719,263,738,234,471,305
"20025","chr6",83065105,83066250,146,175,121,240,84
"20026","chr6",83067343,83068928,156,310,178,323,134
"20027","chr6",83088643,83089654,52,109,36,134,35
"20028","chr6",83113878,83114670,101,158,51,220,41
"20029","chr6",83153842,83154745,100,241,110,230,110
"20030","chr6",83169239,83170066,110,184,63,203,77
"20031","chr6",83179403,83184442,1176,1839,693,2053,574
"20032","chr6",83184557,83185547,134,228,69,253,68
"20033","chr6",83188638,83189557,112,146,95,217,45
"20034","chr6",83192741,83194862,252,513,224,691,191
"20035","chr6",83215123,83215708,56,109,48,97,56
"20036","chr6",83411353,83412421,22,47,48,56,48
"20037","chr6",83429786,83434007,565,1212,346,901,401
"20038","chr6",83568916,83571390,101,265,65,36,30
"20039","chr6",83582723,83583652,34,53,26,62,36
"20040","chr6",83595861,83599034,373,934,244,818,196
"20041","chr6",83707802,83709490,93,174,133,203,53
"20042","chr6",83852679,83856018,342,805,348,750,375
"20043","chr6",83859209,83860876,291,411,235,520,334
"20044","chr6",83867274,83880363,1389,3353,1468,3198,1360
"20045","chr6",84126615,84128225,192,645,212,517,280
"20046","chr6",84227423,84228393,302,486,267,742,232
"20047","chr6",84258133,84259551,144,392,168,429,106
"20048","chr6",85076664,85077627,96,268,119,188,62
"20049","chr6",85578286,85578805,44,146,49,154,38
"20050","chr6",85593088,85595472,433,929,400,1027,271
"20051","chr6",85641498,85644933,904,1666,922,2239,767
"20052","chr6",85669829,85670945,109,258,74,248,95
"20053","chr6",85675589,85679514,404,746,314,949,280
"20054","chr6",87145846,87147219,78,218,110,213,66
"20055","chr6",87151234,87153641,606,1191,642,1175,384
"20056","chr6",87153975,87157219,1002,1867,973,2256,778
"20057","chr6",87167578,87168459,82,268,52,223,64
"20058","chr6",87171979,87172684,27,80,36,72,36
"20059","chr6",87179552,87180620,94,227,94,226,77
"20060","chr6",87213601,87214932,72,309,116,176,66
"20061","chr6",87322197,87323198,90,204,103,182,71
"20062","chr6",87364405,87365393,78,227,64,205,82
"20063","chr6",87407498,87409009,173,332,141,424,111
"20064","chr6",87472482,87473659,343,563,282,526,233
"20065","chr6",87581334,87582410,119,171,102,239,57
"20066","chr6",87583658,87584635,60,211,75,181,64
"20067","chr6",87589630,87590471,125,203,75,203,78
"20068","chr6",87697431,87699128,100,406,67,339,135
"20069","chr6",87699826,87702953,502,1274,456,1306,452
"20070","chr6",87723008,87724009,144,343,116,394,114
"20071","chr6",88574407,88575218,47,103,52,91,32
"20072","chr6",88630106,88630632,33,89,38,92,21
"20073","chr6",88641330,88642206,32,164,53,73,57
"20074","chr6",88963253,88964183,156,187,136,274,105
"20075","chr6",89072101,89074319,295,526,354,1355,304
"20076","chr6",89078484,89085406,1224,2492,1222,2853,970
"20077","chr6",89105132,89106405,74,182,75,172,76
"20078","chr6",89311964,89312569,55,138,65,144,49
"20079","chr6",89350343,89353365,453,1027,454,1004,313
"20080","chr6",89372034,89373023,122,231,187,379,159
"20081","chr6",89375587,89375921,53,126,48,124,66
"20082","chr6",89386936,89388429,244,470,148,474,206
"20083","chr6",89399936,89401787,253,440,254,454,136
"20084","chr6",89409292,89412964,542,1020,530,1046,374
"20085","chr6",89637811,89639010,260,494,300,528,228
"20086","chr6",89688283,89691271,1281,1222,952,1720,698
"20087","chr6",89734486,89734929,27,114,52,53,20
"20088","chr6",89819157,89820169,64,209,79,183,60
"20089","chr6",89829017,89830225,99,239,84,215,111
"20090","chr6",89927372,89928621,172,385,123,409,103
"20091","chr6",89929321,89930186,94,172,56,182,51
"20092","chr6",89940260,89944220,1206,1825,1030,2247,948
"20093","chr6",89948314,89953667,1100,1801,800,1929,699
"20094","chr6",89965555,89967037,205,376,158,340,148
"20095","chr6",89969709,89971120,140,234,110,279,116
"20096","chr6",89977531,89979563,155,281,134,267,96
"20097","chr6",89984977,89987021,606,992,558,1093,490
"20098","chr6",90029997,90030435,36,85,39,97,21
"20099","chr6",90040577,90041642,168,325,118,302,129
"20100","chr6",90048898,90049738,78,159,60,126,59
"20101","chr6",90068470,90069926,101,220,126,185,50
"20102","chr6",90070321,90076155,1227,1911,961,2044,1064
"20103","chr6",90076879,90079436,244,440,250,521,200
"20104","chr6",90080593,90083451,432,989,387,744,382
"20105","chr6",90097799,90098853,89,234,60,194,83
"20106","chr6",90125931,90127260,134,239,108,281,114
"20107","chr6",90130771,90132537,272,550,154,477,155
"20108","chr6",90147141,90148158,90,184,47,164,82
"20109","chr6",90151127,90153668,310,531,173,628,206
"20110","chr6",90154028,90155440,261,454,113,455,164
"20111","chr6",90158008,90162088,814,1315,491,1683,568
"20112","chr6",90162744,90163478,77,125,18,115,44
"20113","chr6",90169350,90169776,57,100,32,129,38
"20114","chr6",90183038,90183815,82,144,56,172,69
"20115","chr6",90194513,90196011,219,297,129,331,100
"20116","chr6",90196931,90197687,65,121,36,111,45
"20117","chr6",90218006,90219860,335,751,330,582,250
"20118","chr6",90227253,90227827,57,166,46,116,40
"20119","chr6",90284747,90286752,228,341,146,445,113
"20120","chr6",90295113,90299286,900,1712,817,1807,471
"20121","chr6",90413799,90414179,56,91,47,71,14
"20122","chr6",90478576,90479881,178,347,124,360,155
"20123","chr6",90482502,90486049,809,1172,687,1337,557
"20124","chr6",90511379,90520482,1670,3032,1678,3657,1550
"20125","chr6",90520740,90521572,80,127,86,144,66
"20126","chr6",90523353,90524885,138,321,157,345,103
"20127","chr6",90528473,90529323,89,153,66,259,47
"20128","chr6",90536562,90539576,382,870,374,830,350
"20129","chr6",90573899,90574891,66,131,71,196,73
"20130","chr6",90581049,90582887,167,477,97,500,162
"20131","chr6",90586577,90587542,213,506,223,482,195
"20132","chr6",90819349,90819701,61,122,40,75,25
"20133","chr6",90983439,90984410,46,103,55,40,22
"20134","chr6",91097050,91097662,17,82,50,80,35
"20135","chr6",91221144,91222055,16,76,28,20,18
"20136","chr6",91710146,91710766,46,104,47,89,28
"20137","chr6",92196400,92196913,55,143,50,118,41
"20138","chr6",92361740,92363664,162,478,64,216,84
"20139","chr6",92364608,92365574,46,150,33,90,35
"20140","chr6",92376135,92377288,50,193,40,78,64
"20141","chr6",93241687,93243513,117,217,100,213,90
"20142","chr6",93767108,93767722,48,123,35,127,32
"20143","chr6",94366763,94368765,367,470,259,494,302
"20144","chr6",94370869,94374322,981,1445,950,1408,1020
"20145","chr6",94379885,94380407,27,104,43,71,46
"20146","chr6",94400330,94404053,612,991,575,1055,633
"20147","chr6",94404383,94405244,85,116,71,179,55
"20148","chr6",94443752,94444100,17,58,30,59,30
"20149","chr6",94477710,94479488,270,518,302,320,211
"20150","chr6",94569853,94571960,437,818,412,674,385
"20151","chr6",95576429,95578460,389,703,382,706,297
"20152","chr6",95593039,95593405,24,55,22,39,12
"20153","chr6",95934750,95937270,343,458,135,456,122
"20154","chr6",95958557,95960157,179,306,98,318,100
"20155","chr6",96013426,96019070,1372,2163,887,2183,1142
"20156","chr6",96025055,96028115,213,508,147,458,270
"20157","chr6",96032174,96035551,380,794,254,717,521
"20158","chr6",96038887,96042107,179,316,91,306,184
"20159","chr6",96050080,96051515,47,93,24,109,62
"20160","chr6",96054110,96054617,21,69,17,63,31
"20161","chr6",96056867,96061722,407,744,228,874,400
"20162","chr6",96063691,96068896,434,904,198,942,394
"20163","chr6",96070425,96085652,1533,2704,828,2935,1070
"20164","chr6",96092637,96095662,147,292,77,296,122
"20165","chr6",96098253,96100217,52,121,38,131,65
"20166","chr6",96124346,96126432,82,190,33,206,66
"20167","chr6",96156347,96158292,76,158,38,136,80
"20168","chr6",96169059,96170031,26,41,6,49,22
"20169","chr6",96170551,96171469,40,68,18,57,34
"20170","chr6",96205795,96206211,15,46,8,44,19
"20171","chr6",96212289,96215057,156,308,94,333,113
"20172","chr6",96513699,96515276,89,304,102,208,104
"20173","chr6",96515797,96523247,979,2523,1026,1861,1184
"20174","chr6",96526606,96527252,61,101,47,134,49
"20175","chr6",96537461,96541856,496,938,522,1352,406
"20176","chr6",96836791,96837741,48,120,67,93,39
"20177","chr6",96897304,96902803,1940,3256,1933,4841,1788
"20178","chr6",96904761,96909492,475,924,567,1160,348
"20179","chr6",96920027,96953374,5700,13560,5586,14286,4900
"20180","chr6",96953951,96955332,139,383,144,332,115
"20181","chr6",96957973,96964347,650,1687,664,1635,537
"20182","chr6",96964929,96978049,1943,4467,1822,4802,1560
"20183","chr6",96980098,96982176,186,419,177,453,157
"20184","chr6",96983200,96984561,84,194,101,240,65
"20185","chr6",96988941,97002302,3107,5490,2736,6282,2319
"20186","chr6",97004250,97005048,100,139,85,216,53
"20187","chr6",97005929,97015994,3702,5458,3126,7688,3545
"20188","chr6",97018725,97019743,138,227,95,340,93
"20189","chr6",97020414,97033787,2954,4341,2150,7012,2041
"20190","chr6",97036499,97036989,51,68,69,139,38
"20191","chr6",97037532,97039222,157,308,150,421,73
"20192","chr6",97040147,97056947,4769,7729,4152,11338,3675
"20193","chr6",97057503,97064438,1132,1987,1085,2759,976
"20194","chr6",97066110,97070021,397,793,460,731,313
"20195","chr6",97070518,97072215,187,452,166,361,125
"20196","chr6",97072657,97076246,428,791,290,718,215
"20197","chr6",97077236,97077757,54,131,46,116,22
"20198","chr6",97085065,97088921,472,960,280,665,214
"20199","chr6",97094771,97106133,2313,4854,1842,3744,1492
"20200","chr6",97107480,97109050,141,379,142,332,104
"20201","chr6",97122719,97123757,209,315,131,239,58
"20202","chr6",97133051,97133472,36,140,36,98,47
"20203","chr6",97183348,97184198,50,146,126,178,85
"20204","chr6",97214734,97215919,72,209,122,172,73
"20205","chr6",97282145,97283816,97,228,122,188,101
"20206","chr6",97305511,97306695,43,136,110,149,44
"20207","chr6",97404537,97405479,18,98,51,103,43
"20208","chr6",97435926,97442001,1818,2690,1759,3563,1711
"20209","chr6",97442931,97445821,277,529,262,622,234
"20210","chr6",97448816,97451081,376,741,380,773,378
"20211","chr6",97459260,97462410,322,811,281,688,299
"20212","chr6",97465473,97467014,185,328,195,343,149
"20213","chr6",97496110,97498976,458,664,220,781,208
"20214","chr6",97501508,97502049,81,133,51,186,52
"20215","chr6",97523872,97525704,134,377,164,296,139
"20216","chr6",97626605,97629787,333,888,362,679,366
"20217","chr6",97654805,97658478,497,1050,484,1015,500
"20218","chr6",97662731,97664560,142,172,138,257,101
"20219","chr6",97667829,97670341,440,923,458,930,468
"20220","chr6",97850516,97851172,36,153,58,117,47
"20221","chr6",97913736,97914332,6,89,32,53,18
"20222","chr6",98039995,98041312,155,265,156,417,122
"20223","chr6",98046732,98048239,204,300,201,409,134
"20224","chr6",98225819,98226529,114,169,69,231,60
"20225","chr6",98358012,98358717,59,126,58,127,50
"20226","chr6",98383843,98385846,213,416,154,435,152
"20227","chr6",98415263,98417073,789,958,452,1325,538
"20228","chr6",98443882,98444731,58,123,70,124,50
"20229","chr6",98456307,98460497,1962,1620,927,3183,842
"20230","chr6",98483010,98483805,109,147,75,229,69
"20231","chr6",98484334,98485162,136,197,84,273,69
"20232","chr6",98498280,98499353,123,237,103,235,71
"20233","chr6",98547652,98548042,30,86,54,102,42
"20234","chr6",98560110,98560557,65,99,42,99,32
"20235","chr6",98565278,98567080,809,1045,598,1243,533
"20236","chr6",98573689,98575679,471,668,302,797,269
"20237","chr6",98576161,98579184,473,830,393,869,283
"20238","chr6",98627163,98627916,155,244,102,275,81
"20239","chr6",98636628,98644663,1886,3536,1517,3897,1563
"20240","chr6",98669380,98670128,85,134,43,132,33
"20241","chr6",98695016,98696058,225,429,186,406,146
"20242","chr6",98746978,98747856,106,230,94,192,68
"20243","chr6",98764128,98764926,100,249,96,189,60
"20244","chr6",98832223,98846184,4174,6560,3648,9443,3256
"20245","chr6",98944439,98948462,565,1016,436,986,421
"20246","chr6",98977685,98978232,76,145,55,86,48
"20247","chr6",99393424,99394712,268,448,265,498,252
"20248","chr6",99409546,99410223,86,175,78,221,60
"20249","chr6",99411707,99413417,170,495,160,513,119
"20250","chr6",99423536,99426636,800,1993,761,1826,616
"20251","chr6",99445576,99446861,106,419,94,363,151
"20252","chr6",99513724,99516767,420,959,378,827,328
"20253","chr6",99520287,99522102,440,888,395,965,298
"20254","chr6",99524626,99525525,67,231,62,259,54
"20255","chr6",99567839,99569000,105,174,123,215,81
"20256","chr6",100061185,100061890,71,116,51,89,56
"20257","chr6",100190280,100191565,100,222,56,101,42
"20258","chr6",100594447,100596902,194,284,135,364,59
"20259","chr6",100612032,100612489,42,95,40,89,18
"20260","chr6",100614298,100614779,44,100,54,111,32
"20261","chr6",100622400,100624148,217,385,150,433,152
"20262","chr6",100632322,100633909,374,525,303,516,190
"20263","chr6",100720148,100720622,36,127,33,83,44
"20264","chr6",100879901,100882183,265,852,280,479,220
"20265","chr6",101391351,101394370,38,78,62,59,49
"20266","chr6",101398486,101405070,106,189,184,256,141
"20267","chr6",101434841,101435951,10,28,14,17,12
"20268","chr6",101448630,101449007,8,9,2,8,3
"20269","chr6",101452611,101455490,20,60,8,40,30
"20270","chr6",101465600,101466747,8,29,9,22,16
"20271","chr6",101470348,101470831,4,10,14,13,7
"20272","chr6",101480045,101480837,12,19,12,19,17
"20273","chr6",101522089,101522834,12,14,6,7,11
"20274","chr6",101537444,101539659,28,64,26,68,37
"20275","chr6",101548888,101551126,30,73,12,50,28
"20276","chr6",101572394,101573822,10,22,10,33,21
"20277","chr6",101581903,101584923,229,403,209,342,214
"20278","chr6",101596554,101598453,62,136,68,115,59
"20279","chr6",101625611,101634702,78,202,87,154,152
"20280","chr6",101636975,101639126,2,18,14,40,18
"20281","chr6",101639491,101642968,26,43,18,44,30
"20282","chr6",101646075,101647997,4,33,27,36,38
"20283","chr6",101649102,101653420,24,88,28,66,80
"20284","chr6",101661520,101664627,15,40,14,22,38
"20285","chr6",101666205,101667274,8,12,17,16,26
"20286","chr6",101667798,101669128,9,30,16,40,14
"20287","chr6",101705778,101707141,16,56,20,50,20
"20288","chr6",101730084,101731941,16,42,27,36,34
"20289","chr6",101747096,101748156,18,61,22,54,11
"20290","chr6",101758511,101759590,16,34,14,34,18
"20291","chr6",101762965,101764081,8,21,12,12,10
"20292","chr6",101774972,101779788,290,600,188,633,215
"20293","chr6",101798688,101799908,10,26,11,27,28
"20294","chr6",101800710,101801151,0,13,3,8,7
"20295","chr6",101869375,101869990,0,10,8,10,7
"20296","chr6",101874962,101878981,54,107,28,84,58
"20297","chr6",101883448,101885005,6,31,12,20,22
"20298","chr6",101904877,101905341,8,21,0,11,19
"20299","chr6",101910839,101912890,16,50,24,52,41
"20300","chr6",101936524,101938365,13,51,14,32,20
"20301","chr6",104161920,104162779,23,35,8,19,12
"20302","chr6",104525987,104527257,177,220,111,309,99
"20303","chr6",104858856,104860171,107,331,135,259,111
"20304","chr6",104996100,104997023,302,137,90,444,58
"20305","chr6",105136293,105137932,331,441,279,480,121
"20306","chr6",105163414,105165645,419,640,284,523,169
"20307","chr6",105170678,105171994,162,221,92,176,56
"20308","chr6",105175446,105180571,1485,2254,1047,1988,688
"20309","chr6",105209947,105210750,142,211,55,174,36
"20310","chr6",105227195,105227863,110,200,64,181,29
"20311","chr6",105321989,105323074,181,247,78,307,88
"20312","chr6",105326597,105327573,123,244,87,250,78
"20313","chr6",105332136,105333302,234,384,120,401,155
"20314","chr6",105344970,105346698,404,741,270,710,237
"20315","chr6",105402496,105403612,93,303,101,226,67
"20316","chr6",106324932,106326215,185,405,186,329,113
"20317","chr6",106574472,106575868,595,781,381,1252,226
"20318","chr6",106621079,106621822,46,89,16,96,28
"20319","chr6",106629026,106629983,177,428,193,212,104
"20320","chr6",106642264,106643198,196,211,84,307,42
"20321","chr6",107027969,107028803,126,182,110,140,71
"20322","chr6",107114002,107115353,229,296,212,391,122
"20323","chr6",107290380,107290905,23,96,41,51,36
"20324","chr6",107308588,107309198,42,78,30,76,28
"20325","chr6",107458894,107460318,255,444,235,456,242
"20326","chr6",107487991,107497922,2303,3815,1906,5175,1978
"20327","chr6",107538493,107541171,445,677,244,968,275
"20328","chr6",107543296,107543865,62,110,42,144,42
"20329","chr6",107549473,107551579,564,837,355,1305,454
"20330","chr6",107585161,107586145,90,193,100,213,70
"20331","chr6",107587075,107588726,212,312,141,385,152
"20332","chr6",107602472,107603459,116,137,98,208,86
"20333","chr6",107666318,107667256,150,297,101,211,93
"20334","chr6",107866827,107867512,48,110,73,126,63
"20335","chr6",107873810,107875267,58,123,56,119,84
"20336","chr6",107879917,107883828,317,753,416,740,340
"20337","chr6",107956797,107960396,400,1029,370,1110,330
"20338","chr6",107980112,107980739,62,155,84,125,57
"20339","chr6",108001802,108004038,678,1018,632,1135,580
"20340","chr6",108073974,108075458,285,328,221,381,194
"20341","chr6",108160018,108160501,88,76,27,121,17
"20342","chr6",108203437,108204041,60,178,90,105,40
"20343","chr6",108259917,108261902,675,1035,774,1191,454
"20344","chr6",108294091,108295787,476,999,528,792,454
"20345","chr6",108364009,108364611,16,34,16,42,11
"20346","chr6",108557303,108563311,1330,1357,1161,2700,1028
"20347","chr6",108565005,108567436,262,483,169,703,157
"20348","chr6",108574237,108577716,291,537,242,845,218
"20349","chr6",108578384,108584680,1284,1583,692,2736,629
"20350","chr6",108585369,108593473,2483,3277,1663,5651,1725
"20351","chr6",108605615,108606938,174,322,134,448,92
"20352","chr6",108607521,108611549,442,1144,353,1278,326
"20353","chr6",108621496,108623772,167,363,148,536,144
"20354","chr6",108631825,108634562,298,634,293,787,234
"20355","chr6",108635539,108637840,177,566,172,490,207
"20356","chr6",108645622,108647488,94,161,73,304,87
"20357","chr6",108655559,108656950,61,150,107,248,110
"20358","chr6",108661290,108662261,90,225,63,288,67
"20359","chr6",108675423,108676550,55,196,90,293,84
"20360","chr6",108679658,108680951,125,264,100,319,97
"20361","chr6",108752263,108752823,63,117,34,145,49
"20362","chr6",108782080,108782648,40,66,52,96,35
"20363","chr6",108798315,108802056,644,1235,588,1324,628
"20364","chr6",108830970,108832227,112,218,83,206,64
"20365","chr6",108834643,108835628,123,156,80,243,56
"20366","chr6",108847838,108849064,175,233,146,337,160
"20367","chr6",108904679,108906046,249,549,204,490,152
"20368","chr6",108914537,108914972,89,123,39,163,56
"20369","chr6",108986940,108987728,54,101,77,129,32
"20370","chr6",108998150,108999529,155,280,122,345,85
"20371","chr6",109000863,109011142,2375,3095,1801,3778,1318
"20372","chr6",109048212,109048840,83,100,80,215,62
"20373","chr6",109049812,109051957,407,679,374,791,329
"20374","chr6",109052732,109053733,101,181,91,249,88
"20375","chr6",109059961,109060835,53,110,44,98,23
"20376","chr6",109079731,109080375,66,97,73,150,56
"20377","chr6",109087481,109088796,157,334,122,359,89
"20378","chr6",109088867,109090386,95,263,118,391,109
"20379","chr6",109091867,109096057,865,1338,851,1755,748
"20380","chr6",109118555,109119479,62,149,68,193,80
"20381","chr6",109120457,109121693,72,191,66,205,77
"20382","chr6",109182107,109185230,427,650,383,1208,493
"20383","chr6",109187243,109188385,87,166,110,315,127
"20384","chr6",109209461,109209828,22,67,32,78,20
"20385","chr6",109236233,109236951,80,139,71,162,99
"20386","chr6",109239256,109240896,335,618,395,741,419
"20387","chr6",109304195,109305847,183,314,219,377,216
"20388","chr6",109312814,109320357,3020,3827,2738,5294,4083
"20389","chr6",109321002,109321971,85,148,52,163,94
"20390","chr6",109336104,109336593,29,74,54,56,46
"20391","chr6",109342586,109343033,30,88,43,95,86
"20392","chr6",109371978,109374418,218,436,237,517,222
"20393","chr6",109376408,109385657,1636,2658,1432,4129,1684
"20394","chr6",109389632,109390163,66,126,40,182,56
"20395","chr6",109440519,109441259,61,95,70,133,44
"20396","chr6",109443794,109444682,134,258,138,212,108
"20397","chr6",109448432,109449313,139,259,131,302,109
"20398","chr6",109456871,109458006,162,247,136,337,183
"20399","chr6",109463898,109467264,962,1155,800,2005,794
"20400","chr6",109467964,109469840,198,339,172,399,172
"20401","chr6",109476731,109479661,251,492,246,675,214
"20402","chr6",109482556,109485557,337,580,241,776,267
"20403","chr6",109686361,109687629,77,335,146,318,130
"20404","chr6",109689056,109691808,487,860,338,835,431
"20405","chr6",109791146,109791944,130,221,89,282,88
"20406","chr6",109793124,109794733,357,589,192,692,136
"20407","chr6",109814369,109816157,272,337,153,539,86
"20408","chr6",109866791,109868166,395,355,407,713,302
"20409","chr6",109869641,109870891,192,207,241,383,143
"20410","chr6",110068255,110071097,104,293,120,210,104
"20411","chr6",110083909,110084730,42,136,32,86,44
"20412","chr6",110093839,110098630,650,1517,606,1134,590
"20413","chr6",110102509,110104116,84,230,44,179,60
"20414","chr6",110106091,110106918,53,82,23,100,20
"20415","chr6",110114166,110117344,154,354,116,267,94
"20416","chr6",110126189,110130025,441,937,433,920,360
"20417","chr6",110162786,110164089,52,128,47,131,47
"20418","chr6",110168457,110169803,86,210,63,183,72
"20419","chr6",110173137,110181098,1280,2249,925,2410,921
"20420","chr6",110193863,110194572,37,119,50,128,32
"20421","chr6",110414362,110416625,724,1606,749,1438,762
"20422","chr6",110528042,110529701,193,268,146,485,146
"20423","chr6",110531861,110559808,12892,14639,11527,26655,13524
"20424","chr6",110566446,110566895,58,108,72,135,39
"20425","chr6",110569438,110570254,88,130,83,194,62
"20426","chr6",110586006,110586589,63,114,67,144,43
"20427","chr6",110587902,110588768,56,126,77,122,53
"20428","chr6",110592924,110593942,168,201,119,314,107
"20429","chr6",110595192,110599033,568,865,591,1293,343
"20430","chr6",110599727,110600410,96,123,78,209,83
"20431","chr6",110605677,110625237,6736,7716,6700,14887,5179
"20432","chr6",110625565,110627399,212,367,224,577,216
"20433","chr6",110628402,110632467,569,1036,737,1531,625
"20434","chr6",110633121,110635543,390,545,372,835,300
"20435","chr6",110636102,110641049,438,779,433,1162,425
"20436","chr6",110642591,110645653,358,628,320,837,264
"20437","chr6",110646723,110648623,298,442,300,897,298
"20438","chr6",110649190,110667560,4361,6518,4064,9904,4196
"20439","chr6",110668942,110690975,4413,6866,4399,10018,4309
"20440","chr6",110693102,110694740,197,479,258,557,188
"20441","chr6",110699622,110700807,114,260,131,308,125
"20442","chr6",110702816,110705430,323,565,325,835,247
"20443","chr6",110707385,110710981,547,1067,523,1313,395
"20444","chr6",110715114,110716742,192,453,154,514,182
"20445","chr6",110717888,110718597,96,200,80,216,46
"20446","chr6",110718872,110720979,255,552,240,593,192
"20447","chr6",110722673,110723923,149,417,195,439,146
"20448","chr6",110724550,110727800,545,1133,534,1414,532
"20449","chr6",110728265,110730788,282,613,292,663,262
"20450","chr6",110731198,110731927,90,162,46,204,38
"20451","chr6",110736667,110737916,131,309,109,373,128
"20452","chr6",110738689,110739557,115,280,139,326,118
"20453","chr6",110745910,110752797,913,1886,854,2546,658
"20454","chr6",110756719,110757410,64,173,92,217,58
"20455","chr6",110758284,110758814,48,114,51,145,76
"20456","chr6",110759807,110762393,209,497,200,459,135
"20457","chr6",110771186,110772058,69,209,111,191,124
"20458","chr6",110773501,110774874,125,383,171,434,148
"20459","chr6",110776423,110777103,76,206,84,227,94
"20460","chr6",110778424,110778941,41,128,29,128,43
"20461","chr6",110780808,110783409,361,968,330,1148,292
"20462","chr6",110784354,110787774,377,1046,436,1166,356
"20463","chr6",110793072,110794109,104,353,108,402,88
"20464","chr6",110806390,110807692,120,378,108,374,83
"20465","chr6",110812609,110817223,976,1785,948,2352,914
"20466","chr6",110821971,110822479,84,196,46,155,71
"20467","chr6",110873946,110885433,2195,4067,2037,6087,1799
"20468","chr6",110889703,110890579,58,176,36,185,64
"20469","chr6",110949511,110950072,51,97,62,174,53
"20470","chr6",110957571,110960651,688,1488,738,1442,549
"20471","chr6",110981376,110982535,105,203,96,279,94
"20472","chr6",111011140,111012328,116,250,129,239,107
"20473","chr6",111200807,111201526,12,66,44,76,36
"20474","chr6",111258852,111259677,66,108,73,132,63
"20475","chr6",111382296,111383147,80,131,32,119,46
"20476","chr6",111415937,111419684,547,1170,471,1252,524
"20477","chr6",111422814,111425247,458,860,461,1205,373
"20478","chr6",111431896,111434255,222,456,264,588,236
"20479","chr6",111445638,111446950,92,310,60,253,82
"20480","chr6",111469234,111470575,261,488,215,423,159
"20481","chr6",111481181,111485836,1290,1917,1123,2687,950
"20482","chr6",111503307,111504031,58,141,36,130,33
"20483","chr6",111521552,111525531,1039,1433,509,1795,605
"20484","chr6",111529886,111531665,146,316,92,352,105
"20485","chr6",111540452,111541758,278,369,148,515,165
"20486","chr6",111550871,111552788,220,277,153,410,71
"20487","chr6",111566217,111567629,122,173,117,265,72
"20488","chr6",111572275,111574149,123,289,105,306,119
"20489","chr6",111599194,111599853,95,179,79,228,52
"20490","chr6",111625126,111626935,260,442,242,636,148
"20491","chr6",111651342,111651723,50,74,41,67,17
"20492","chr6",111653047,111654570,188,426,146,436,126
"20493","chr6",111661381,111661827,88,56,39,98,41
"20494","chr6",111662477,111664675,357,538,270,618,168
"20495","chr6",111667704,111668977,200,333,187,364,172
"20496","chr6",111672704,111673468,79,92,52,152,63
"20497","chr6",111678923,111680881,388,390,125,612,162
"20498","chr6",111685241,111688737,382,418,241,662,210
"20499","chr6",111690995,111693399,407,386,266,761,216
"20500","chr6",111709700,111716334,960,1560,842,1979,991
"20501","chr6",111717814,111718876,69,125,83,169,81
"20502","chr6",111725223,111725603,69,89,32,90,19
"20503","chr6",111729924,111732139,396,681,246,813,298
"20504","chr6",111742702,111748500,871,1529,932,1876,858
"20505","chr6",111758722,111762055,432,516,211,423,250
"20506","chr6",111763798,111766818,281,544,226,480,243
"20507","chr6",111767414,111770004,192,249,111,260,144
"20508","chr6",111771118,111771976,89,144,59,209,81
"20509","chr6",111773655,111774814,144,149,121,311,92
"20510","chr6",111775561,111778731,388,631,337,791,276
"20511","chr6",111780947,111784197,440,573,231,957,245
"20512","chr6",111787784,111790634,376,556,192,790,260
"20513","chr6",111798218,111799087,84,114,80,184,56
"20514","chr6",111799920,111800609,66,130,41,189,59
"20515","chr6",111803963,111812737,1773,2845,1224,3403,1210
"20516","chr6",111813853,111814301,44,97,32,89,48
"20517","chr6",111815083,111815705,61,62,36,92,39
"20518","chr6",111816327,111820236,981,1381,689,2349,815
"20519","chr6",111824724,111825710,40,141,60,168,63
"20520","chr6",111832926,111834159,78,132,45,162,61
"20521","chr6",111842022,111846029,517,723,297,943,324
"20522","chr6",111849198,111852360,463,739,358,770,394
"20523","chr6",111856316,111860418,743,1290,603,1257,591
"20524","chr6",111861359,111864091,441,771,212,674,216
"20525","chr6",111870578,111874005,902,1043,540,1645,555
"20526","chr6",112042839,112044003,239,392,180,391,163
"20527","chr6",112086700,112088912,450,955,430,998,370
"20528","chr6",112109065,112109891,110,174,78,210,82
"20529","chr6",112111684,112114242,436,682,452,824,308
"20530","chr6",112128209,112128510,28,44,23,42,7
"20531","chr6",112361442,112363744,422,500,146,489,144
"20532","chr6",112502896,112503829,143,291,122,180,64
"20533","chr6",113171842,113173436,350,414,218,495,262
"20534","chr6",113291781,113293169,127,217,76,139,89
"20535","chr6",113317977,113318755,79,152,83,108,74
"20536","chr6",113328395,113329700,87,268,108,258,73
"20537","chr6",113732616,113733058,83,94,44,113,41
"20538","chr6",113823896,113824620,85,199,78,128,79
"20539","chr6",113825564,113826336,86,176,66,109,96
"20540","chr6",113858641,113860058,86,191,130,158,97
"20541","chr6",113969835,113972076,340,676,338,653,286
"20542","chr6",113994137,114003233,3287,4116,2838,7158,3517
"20543","chr6",114006097,114010326,290,427,267,679,263
"20544","chr6",114010630,114011997,74,149,136,195,73
"20545","chr6",114012575,114016745,237,437,341,576,252
"20546","chr6",114017158,114018563,88,196,155,224,120
"20547","chr6",114020307,114020975,62,81,66,137,47
