"","chromosome","start","end","Infant_OPC1","Infant_OPC2","Infant_OPC3","Infant_OPC4","Infant_OPC5"
"23697","chr6",156799711,156800342,69,86,135,112,39
"23698","chr6",156807393,156810420,282,464,695,719,252
"23699","chr6",156815333,156817301,172,430,356,419,167
"23700","chr6",156832371,156834075,184,246,252,336,158
"23701","chr6",156847923,156848426,64,53,114,98,39
"23702","chr6",156932804,156934035,120,102,203,214,107
"23703","chr6",156953199,156954139,115,75,154,162,99
"23704","chr6",156957581,156958523,69,58,151,161,89
"23705","chr6",156963235,156965499,390,388,673,768,378
"23706","chr6",156976114,156977064,112,138,231,257,117
"23707","chr6",156992300,156992985,56,63,111,123,46
"23708","chr6",157019045,157023335,711,828,799,1356,531
"23709","chr6",157033328,157038320,1290,971,1752,2190,832
"23710","chr6",157050678,157052404,353,228,385,540,290
"23711","chr6",157083002,157083622,75,89,86,155,56
"23712","chr6",157092088,157092677,115,98,182,145,57
"23713","chr6",157096086,157096985,24,99,133,181,45
"23714","chr6",157100924,157101437,60,86,108,139,46
"23715","chr6",157107941,157108807,171,96,217,211,61
"23716","chr6",157117449,157118068,106,85,144,142,53
"23717","chr6",157123017,157123656,121,33,111,85,36
"23718","chr6",157148043,157149385,108,147,142,183,87
"23719","chr6",157162574,157163859,201,295,412,429,146
"23720","chr6",157168186,157169141,98,144,194,205,112
"23721","chr6",157171915,157174171,384,567,689,892,316
"23722","chr6",157183465,157184609,84,137,148,282,78
"23723","chr6",157186806,157188102,76,135,158,190,104
"23724","chr6",157198364,157198974,52,50,62,74,57
"23725","chr6",157274692,157275438,117,129,104,198,102
"23726","chr6",157287022,157287487,27,58,101,89,68
"23727","chr6",157297122,157297884,76,98,188,242,95
"23728","chr6",157379702,157385524,900,1283,1510,2521,847
"23729","chr6",157386381,157387182,44,61,93,137,55
"23730","chr6",157400167,157401200,144,187,310,417,186
"23731","chr6",157404522,157405062,61,53,87,116,36
"23732","chr6",157405771,157407767,321,340,645,824,348
"23733","chr6",157423872,157424931,57,57,115,178,67
"23734","chr6",157427705,157429843,85,101,227,265,75
"23735","chr6",157430477,157437854,1139,1604,2682,3716,1346
"23736","chr6",157438804,157439127,33,29,80,93,31
"23737","chr6",157440868,157441745,62,88,167,274,103
"23738","chr6",157444780,157445941,87,80,219,262,73
"23739","chr6",157449362,157451125,97,127,194,251,74
"23740","chr6",157452932,157453227,18,41,45,91,28
"23741","chr6",157453613,157459883,1712,1911,2702,3102,1380
"23742","chr6",157460785,157463538,195,185,338,439,170
"23743","chr6",157464577,157465475,38,22,69,95,26
"23744","chr6",157470899,157473383,160,284,542,700,202
"23745","chr6",157482948,157483682,57,44,127,81,117
"23746","chr6",157493985,157494933,65,72,144,135,78
"23747","chr6",157512215,157514421,206,196,343,384,134
"23748","chr6",157532553,157533811,130,107,147,236,99
"23749","chr6",157534113,157540646,798,814,740,1646,756
"23750","chr6",157545759,157546669,62,77,105,144,66
"23751","chr6",157554860,157559577,323,363,533,727,329
"23752","chr6",157562122,157565019,132,204,206,294,112
"23753","chr6",157565488,157567332,310,423,546,575,310
"23754","chr6",157570845,157571775,83,118,141,202,70
"23755","chr6",157573069,157587928,1265,2298,2331,2851,1096
"23756","chr6",157593371,157593994,34,28,35,31,25
"23757","chr6",157595630,157598554,366,652,800,862,362
"23758","chr6",157610591,157611002,39,47,65,69,27
"23759","chr6",157629703,157630251,39,24,42,62,20
"23760","chr6",157634153,157635037,76,150,181,212,89
"23761","chr6",157648578,157651390,246,678,788,817,356
"23762","chr6",157654246,157655386,102,214,156,242,86
"23763","chr6",157668830,157670633,382,401,736,852,456
"23764","chr6",157688786,157689338,62,94,122,148,76
"23765","chr6",157734092,157735025,139,176,388,387,136
"23766","chr6",157756581,157757289,86,121,230,292,114
"23767","chr6",157822214,157825001,748,951,986,1382,719
"23768","chr6",157829226,157832984,359,380,617,820,336
"23769","chr6",157847841,157848364,31,86,65,62,24
"23770","chr6",157861362,157862203,94,68,153,158,69
"23771","chr6",157865469,157868525,223,355,428,624,211
"23772","chr6",157878848,157881125,336,290,852,828,281
"23773","chr6",157887185,157888514,93,89,226,137,99
"23774","chr6",157892755,157901994,823,1250,2304,2613,921
"23775","chr6",157906528,157915774,1911,2460,4054,5484,1928
"23776","chr6",157927998,157929754,178,214,328,603,78
"23777","chr6",157936270,157945629,1568,1902,3291,4249,1509
"23778","chr6",157946452,157947556,78,92,186,198,66
"23779","chr6",157962871,157963467,36,46,101,102,67
"23780","chr6",157984820,157986672,152,36,70,85,18
"23781","chr6",157989475,157991003,135,135,146,179,68
"23782","chr6",157993357,158004001,764,312,450,611,172
"23783","chr6",158009031,158013752,528,386,589,792,276
"23784","chr6",158031194,158032711,151,67,93,118,40
"23785","chr6",158033701,158034732,61,14,63,56,8
"23786","chr6",158069851,158070949,84,63,90,106,41
"23787","chr6",158167450,158168933,557,575,648,1102,444
"23788","chr6",158169924,158171669,81,100,189,165,88
"23789","chr6",158231318,158234441,604,821,778,1186,467
"23790","chr6",158279307,158280787,112,181,274,281,127
"23791","chr6",158282900,158287229,392,398,624,564,337
"23792","chr6",158310950,158314714,260,304,388,336,181
"23793","chr6",158376007,158378255,141,122,216,242,92
"23794","chr6",158383529,158384012,54,66,117,134,57
"23795","chr6",158406935,158414046,352,266,390,397,170
"23796","chr6",158440580,158442543,299,277,370,373,229
"23797","chr6",158470862,158472151,83,66,135,121,67
"23798","chr6",158512815,158513309,60,51,84,61,75
"23799","chr6",158536505,158537649,120,193,159,337,147
"23800","chr6",158538214,158540450,447,447,797,863,398
"23801","chr6",158548345,158548787,42,50,53,84,51
"23802","chr6",158555977,158556662,37,31,49,46,18
"23803","chr6",158559417,158560783,187,235,283,452,170
"23804","chr6",158567138,158567653,54,51,79,76,53
"23805","chr6",158591191,158591742,66,72,119,81,56
"23806","chr6",158607285,158608347,69,192,268,325,117
"23807","chr6",158643901,158645139,122,203,128,327,134
"23808","chr6",158769869,158770299,42,70,81,90,60
"23809","chr6",158813753,158814209,34,97,78,69,33
"23810","chr6",158959357,158960871,118,107,252,324,168
"23811","chr6",158999199,159000650,163,222,203,396,140
"23812","chr6",159074133,159075946,318,258,514,431,244
"23813","chr6",159125798,159126652,121,50,155,147,59
"23814","chr6",159594631,159595639,77,86,153,149,90
"23815","chr6",159692177,159694267,481,648,630,1005,427
"23816","chr6",159726149,159728863,1042,1027,1189,1854,740
"23817","chr6",159760717,159763486,649,572,756,1412,445
"23818","chr6",159788663,159791189,652,481,666,1109,412
"23819","chr6",159909387,159909797,36,30,65,63,26
"23820","chr6",159945944,159946672,52,70,163,151,74
"23821","chr6",159968475,159970132,162,186,250,334,134
"23822","chr6",159976890,159977603,61,81,134,145,60
"23823","chr6",160010106,160010763,58,74,130,149,84
"23824","chr6",160013701,160015150,460,481,672,721,288
"23825","chr6",160029573,160031104,346,287,514,590,321
"23826","chr6",160031466,160031763,57,36,70,67,33
"23827","chr6",160048439,160049096,88,51,127,139,92
"23828","chr6",160076907,160078183,149,127,272,269,141
"23829","chr6",160088042,160089469,92,218,222,293,149
"23830","chr6",160093792,160094696,69,93,115,148,55
"23831","chr6",160140989,160142113,42,70,118,105,63
"23832","chr6",160178212,160179437,188,127,433,435,173
"23833","chr6",160258765,160261179,290,712,885,1031,362
"23834","chr6",160274518,160276186,150,412,333,378,146
"23835","chr6",160306090,160307470,203,356,449,582,195
"23836","chr6",160348143,160349112,46,203,138,198,88
"23837","chr6",160421386,160422215,45,113,189,244,74
"23838","chr6",160427287,160429307,157,362,452,634,170
"23839","chr6",160430319,160432308,104,171,313,408,138
"23840","chr6",160455529,160456337,74,214,249,343,107
"23841","chr6",160520057,160521264,587,557,523,1014,466
"23842","chr6",160766835,160767475,64,110,87,117,75
"23843","chr6",160930647,160931846,122,263,281,370,136
"23844","chr6",160952598,160953352,132,157,224,246,131
"23845","chr6",160959512,160961622,401,356,633,565,306
"23846","chr6",160991106,160993155,741,792,816,1247,625
"23847","chr6",161011562,161012441,104,112,197,221,111
"23848","chr6",161037819,161039114,105,77,177,119,112
"23849","chr6",161040074,161040952,108,57,148,183,71
"23850","chr6",161088306,161089605,132,162,225,249,164
"23851","chr6",161134659,161136628,249,291,389,372,215
"23852","chr6",161138390,161139677,109,94,158,198,75
"23853","chr6",161160235,161161245,108,156,145,196,95
"23854","chr6",161168117,161170802,222,165,282,344,154
"23855","chr6",161180401,161183193,381,298,410,436,224
"23856","chr6",161206984,161207652,118,69,153,175,75
"23857","chr6",161226118,161229904,532,349,538,810,335
"23858","chr6",161232667,161235218,369,290,501,681,255
"23859","chr6",161254856,161255147,30,30,82,63,33
"23860","chr6",161256155,161257194,151,140,223,287,185
"23861","chr6",161266213,161267351,78,62,111,146,61
"23862","chr6",161270257,161275262,723,835,1099,1740,558
"23863","chr6",161317770,161320344,791,769,1192,1489,558
"23864","chr6",161373848,161374219,47,44,50,63,28
"23865","chr6",161375210,161376195,98,182,286,340,144
"23866","chr6",161389628,161390312,112,60,170,191,65
"23867","chr6",161392901,161394908,348,469,961,1181,359
"23868","chr6",161395514,161396880,156,167,341,424,161
"23869","chr6",161400672,161401270,26,47,87,181,42
"23870","chr6",161406631,161410605,272,469,609,1024,445
"23871","chr6",161412672,161415230,220,565,681,1013,385
"23872","chr6",161416997,161419352,302,681,891,1341,435
"23873","chr6",161433617,161441263,2120,2726,3935,5541,1893
"23874","chr6",161443696,161447296,324,518,955,1398,430
"23875","chr6",161466706,161467390,61,105,188,201,55
"23876","chr6",161476251,161477298,178,151,271,317,165
"23877","chr6",161493389,161494070,63,102,142,143,28
"23878","chr6",161618606,161619752,100,109,239,352,107
"23879","chr6",161682984,161683787,104,122,206,213,111
"23880","chr6",161745467,161746535,188,290,452,450,209
"23881","chr6",161747901,161749668,86,172,431,392,91
"23882","chr6",161773542,161775368,438,525,870,970,441
"23883","chr6",161829117,161829819,80,98,135,183,106
"23884","chr6",161834270,161840594,899,1312,2628,3241,1192
"23885","chr6",161885825,161894594,2372,2800,4755,6200,2277
"23886","chr6",161896864,161897781,62,103,198,245,100
"23887","chr6",161898694,161899221,17,30,61,125,42
"23888","chr6",161901364,161902527,122,202,346,464,175
"23889","chr6",161908213,161910074,84,130,243,265,72
"23890","chr6",161917530,161920090,155,329,732,995,276
"23891","chr6",161920835,161923195,184,222,451,628,202
"23892","chr6",161948546,161949319,59,96,180,195,65
"23893","chr6",161951148,161951724,32,48,93,110,44
"23894","chr6",162068344,162068724,32,50,89,105,37
"23895","chr6",162172036,162172995,44,72,149,185,54
"23896","chr6",162177121,162179804,396,624,852,1109,403
"23897","chr6",162190509,162191407,71,89,153,224,80
"23898","chr6",162253852,162255732,111,157,421,433,132
"23899","chr6",162287933,162291518,626,837,1438,1883,709
"23900","chr6",162292190,162297842,340,479,1102,1510,427
"23901","chr6",162324919,162325652,105,82,236,250,86
"23902","chr6",162344467,162345420,89,48,171,194,60
"23903","chr6",162371985,162372500,38,84,107,120,40
"23904","chr6",162395162,162395458,30,59,70,83,28
"23905","chr6",162409948,162410859,148,113,207,275,125
"23906","chr6",162442010,162443581,171,190,334,471,110
"23907","chr6",162497095,162498260,246,164,322,484,148
"23908","chr6",162503709,162504310,34,40,141,88,52
"23909","chr6",162509782,162510706,137,166,282,320,145
"23910","chr6",162538501,162539674,218,261,398,488,212
"23911","chr6",162559273,162559967,70,97,212,246,76
"23912","chr6",162727143,162729077,307,404,1009,969,259
"23913","chr6",162848395,162850119,171,280,584,559,204
"23914","chr6",162850491,162858943,1049,1366,2280,2753,974
"23915","chr6",162894143,162894963,76,68,165,162,64
"23916","chr6",162940318,162941386,136,79,252,191,115
"23917","chr6",163008069,163008804,85,83,212,203,88
"23918","chr6",163092151,163094095,369,369,748,885,301
"23919","chr6",163098758,163100066,177,118,335,372,125
"23920","chr6",163136221,163138079,669,547,932,1061,529
"23921","chr6",163142173,163142822,58,30,122,107,47
"23922","chr6",163146186,163150496,228,160,370,440,157
"23923","chr6",163151099,163151542,40,42,109,126,54
"23924","chr6",163161965,163168915,1588,1456,2835,3933,1326
"23925","chr6",163176438,163199683,2983,4902,6339,8724,2651
"23926","chr6",163208768,163209472,34,62,106,133,54
"23927","chr6",163240927,163250440,1403,1430,2687,3190,1230
"23928","chr6",163251070,163257812,729,788,1340,1595,614
"23929","chr6",163258485,163265537,2649,3594,4249,5185,2092
"23930","chr6",163283869,163288408,928,1191,1773,2487,815
"23931","chr6",163293348,163293574,30,11,28,43,9
"23932","chr6",163301821,163302526,62,64,98,124,68
"23933","chr6",163310870,163318780,1304,1764,2370,2931,978
"23934","chr6",163319727,163332557,1297,1494,2312,2889,1113
"23935","chr6",163335660,163345116,520,510,890,1125,376
"23936","chr6",163345740,163351849,522,762,1282,1586,543
"23937","chr6",163354258,163356827,321,271,526,809,298
"23938","chr6",163362227,163363096,92,96,98,104,50
"23939","chr6",163369579,163372042,244,388,354,718,235
"23940","chr6",163395290,163399255,426,523,1041,1234,486
"23941","chr6",163403159,163409771,1234,1623,2505,3189,1275
"23942","chr6",163411001,163430838,3885,5784,7065,10938,3273
"23943","chr6",163446435,163448064,91,109,205,184,79
"23944","chr6",163458755,163462323,232,200,346,430,179
"23945","chr6",163487076,163489393,163,143,250,315,128
"23946","chr6",163522681,163523241,67,50,71,93,42
"23947","chr6",163530272,163531867,117,144,179,266,85
"23948","chr6",163543242,163545860,173,238,307,366,164
"23949","chr6",163546985,163549252,118,182,296,403,123
"23950","chr6",163554792,163555710,85,83,118,159,65
"23951","chr6",163561645,163565422,322,393,621,741,286
"23952","chr6",163570595,163572061,129,115,323,326,99
"23953","chr6",163573701,163574520,74,87,157,254,102
"23954","chr6",163578887,163583090,266,314,627,850,206
"23955","chr6",163583567,163586450,157,208,485,507,156
"23956","chr6",163588255,163589103,64,34,129,178,65
"23957","chr6",163666876,163668687,361,354,536,606,271
"23958","chr6",163689324,163689971,76,79,112,158,49
"23959","chr6",163711773,163712950,58,81,170,256,55
"23960","chr6",163780511,163781704,136,176,236,430,112
"23961","chr6",163836366,163839142,789,1181,1483,1831,627
"23962","chr6",163903511,163904753,73,160,257,242,90
"23963","chr6",163911370,163911954,63,64,103,147,42
"23964","chr6",163923678,163924626,36,74,157,159,28
"23965","chr6",163926018,163927467,122,253,258,395,192
"23966","chr6",163940452,163955300,2939,4685,5693,7447,2828
"23967","chr6",163957860,163960709,187,296,658,619,264
"23968","chr6",163965065,163967136,184,269,437,469,182
"23969","chr6",163983007,163986712,439,585,1412,1354,490
"23970","chr6",163990524,163993135,303,423,887,972,408
"23971","chr6",164007096,164015952,1188,2202,3336,4032,1451
"23972","chr6",164037275,164038308,50,72,167,241,87
"23973","chr6",164066055,164073449,1360,1610,2872,3643,1238
"23974","chr6",164078879,164088321,1512,2868,3566,4511,1608
"23975","chr6",164096650,164101136,698,950,1570,2052,848
"23976","chr6",164101668,164107391,319,610,937,1362,456
"23977","chr6",164113994,164115648,45,153,345,400,138
"23978","chr6",164141544,164145581,189,456,600,954,251
"23979","chr6",164146184,164155907,1909,3660,4265,5545,1999
"23980","chr6",164168020,164168842,50,78,138,214,90
"23981","chr6",164182347,164192540,1597,2362,3997,4941,1697
"23982","chr6",164215262,164218011,275,453,628,867,308
"23983","chr6",164274088,164274876,74,75,114,161,77
"23984","chr6",164303043,164303729,77,54,153,124,56
"23985","chr6",164344546,164346174,235,304,571,564,250
"23986","chr6",164395419,164397975,242,340,720,875,304
"23987","chr6",164415221,164418997,657,904,1685,1885,709
"23988","chr6",164481051,164481606,38,64,130,160,61
"23989","chr6",164531571,164534366,394,522,909,1012,378
"23990","chr6",164554678,164555876,162,92,384,492,194
"23991","chr6",164562931,164565190,270,360,746,965,291
"23992","chr6",164569562,164571267,156,195,394,514,179
"23993","chr6",164687370,164697952,2285,3471,5777,7011,2455
"23994","chr6",164748690,164751942,658,541,879,1271,435
"23995","chr6",164755748,164757424,114,110,366,380,155
"23996","chr6",164794452,164796153,180,151,375,394,129
"23997","chr6",164817339,164829351,876,2283,3778,4349,676
"23998","chr6",164832021,164833008,173,225,313,315,135
"23999","chr6",164911201,164916812,351,534,1067,1533,477
"24000","chr6",164923348,164930788,2410,4088,5323,6873,2624
"24001","chr6",164946814,164947837,82,179,228,245,128
"24002","chr6",165128904,165129663,63,71,147,166,60
"24003","chr6",165144558,165149165,672,958,2509,2588,995
"24004","chr6",165184439,165185317,56,62,109,107,48
"24005","chr6",165197389,165197860,31,56,107,104,30
"24006","chr6",165218890,165222309,510,722,1261,1539,566
"24007","chr6",165222746,165225170,86,285,503,652,165
"24008","chr6",165227940,165234525,1289,2252,3696,4420,1574
"24009","chr6",165241163,165247759,1409,2286,3140,3573,1147
"24010","chr6",165307754,165309566,178,267,368,377,128
"24011","chr6",165600043,165600659,90,84,218,189,84
"24012","chr6",165610872,165611607,100,103,149,103,60
"24013","chr6",165615725,165616386,77,89,94,83,54
"24014","chr6",165661815,165663329,224,154,160,237,129
"24015","chr6",165987617,165989059,247,109,441,509,179
"24016","chr6",166005339,166006774,147,102,301,365,116
"24017","chr6",166057891,166058438,73,75,94,149,55
"24018","chr6",166276150,166277503,161,221,186,254,90
"24019","chr6",166290373,166299758,548,228,239,337,83
"24020","chr6",166301860,166309588,818,1241,756,1164,535
"24021","chr6",166330445,166333233,296,251,358,406,184
"24022","chr6",166342010,166343488,357,371,407,571,271
"24023","chr6",166369834,166370199,48,44,43,80,45
"24024","chr6",166381976,166383975,418,366,509,922,360
"24025","chr6",166422877,166425169,151,104,130,162,42
"24026","chr6",166440212,166442191,168,295,424,490,168
"24027","chr6",166478283,166479500,81,228,240,263,123
"24028","chr6",166482932,166484722,144,512,512,558,181
"24029","chr6",166487714,166491590,169,762,818,956,228
"24030","chr6",166494735,166496106,151,435,379,430,140
"24031","chr6",166499956,166501358,44,100,148,147,40
"24032","chr6",166513393,166515669,110,138,222,278,114
"24033","chr6",166556579,166557604,46,70,72,102,29
"24034","chr6",166597360,166599160,197,144,248,270,117
"24035","chr6",166627679,166628920,247,423,294,495,132
"24036","chr6",166662791,166663439,68,115,196,188,87
"24037","chr6",166672473,166674824,216,364,493,548,253
"24038","chr6",166680584,166681388,44,58,16,270,94
"24039","chr6",166713724,166715700,190,305,389,471,182
"24040","chr6",166741951,166742659,69,68,110,122,60
"24041","chr6",166757552,166758292,77,114,206,184,104
"24042","chr6",166797979,166800580,144,322,442,696,188
"24043","chr6",166802162,166802896,24,88,167,200,62
"24044","chr6",166803265,166804239,90,148,181,328,116
"24045","chr6",166839043,166840493,90,135,223,221,84
"24046","chr6",166850751,166854261,380,854,1233,1518,530
"24047","chr6",166859305,166860142,34,86,138,141,54
"24048","chr6",166860352,166863502,428,831,738,1267,489
"24049","chr6",166864017,166864923,52,83,140,187,62
"24050","chr6",166866763,166867917,124,236,246,304,204
"24051","chr6",166904125,166904669,62,48,102,123,51
"24052","chr6",166907736,166908668,35,56,87,144,38
"24053","chr6",166926720,166927128,39,36,63,51,18
"24054","chr6",166929058,166930077,70,82,122,140,70
"24055","chr6",166953110,166953714,55,77,108,128,60
"24056","chr6",166956210,166957411,47,106,76,177,52
"24057","chr6",166999273,167000074,182,196,183,251,184
"24058","chr6",167152986,167156112,169,263,587,565,248
"24059","chr6",167212261,167218136,495,1099,1322,1503,545
"24060","chr6",167219278,167220305,10,85,83,76,19
"24061","chr6",167288897,167289239,16,95,128,126,40
"24062","chr6",167301134,167301938,31,114,203,215,51
"24063","chr6",167309490,167314779,256,1202,1631,1848,473
"24064","chr6",167349745,167351770,278,731,923,1231,367
"24065","chr6",167494997,167497233,304,237,405,486,156
"24066","chr6",167506893,167507212,18,52,70,71,32
"24067","chr6",167538301,167539306,67,102,179,243,52
"24068","chr6",167664603,167666054,121,200,266,234,137
"24069","chr6",167676893,167684919,1443,2069,2986,3801,1432
"24070","chr6",167687109,167687455,33,49,71,73,31
"24071","chr6",167698725,167699938,81,236,325,323,126
"24072","chr6",167763144,167763977,52,137,220,227,92
"24073","chr6",167766883,167767251,21,44,77,61,64
"24074","chr6",167786359,167789743,656,797,1440,1285,629
"24075","chr6",167795918,167796646,29,127,147,162,83
"24076","chr6",167819632,167819959,22,48,62,71,57
"24077","chr6",167824472,167828576,505,932,1028,1524,526
"24078","chr6",167836262,167836507,13,19,32,46,27
"24079","chr6",167839440,167840888,100,231,213,256,86
"24080","chr6",167858100,167858757,52,64,98,109,52
"24081","chr6",167898410,167899094,36,64,76,84,35
"24082","chr6",167904685,167905295,31,96,136,147,56
"24083","chr6",167906247,167908551,147,409,560,659,166
"24084","chr6",167920423,167922173,220,122,234,276,119
"24085","chr6",167980808,167981339,48,28,76,39,48
"24086","chr6",167996476,167997078,7,20,24,4,41
"24087","chr6",168016739,168017994,97,102,128,104,108
"24088","chr6",168035070,168036025,18,25,27,90,14
"24089","chr6",168047875,168049127,89,32,82,142,16
"24090","chr6",168088140,168088978,188,140,193,203,113
"24091","chr6",168132341,168134779,282,355,458,570,262
"24092","chr6",168163184,168163721,54,84,98,102,58
"24093","chr6",168179307,168179704,33,45,108,88,26
"24094","chr6",168206309,168207370,117,143,255,247,176
"24095","chr6",168230870,168232774,190,349,529,581,243
"24096","chr6",168252978,168254034,243,235,425,466,229
"24097","chr6",168286403,168287762,111,179,228,237,68
"24098","chr6",168291125,168292080,148,197,208,265,121
"24099","chr6",168299197,168299994,46,147,166,187,64
"24100","chr6",168638591,168639208,75,70,155,185,71
"24101","chr6",168644184,168644613,40,64,72,104,39
"24102","chr6",168699306,168700452,131,200,260,294,120
"24103","chr6",168703664,168705333,353,458,548,663,288
"24104","chr6",168836957,168838387,238,280,535,599,195
"24105","chr6",168895020,168895937,62,111,174,180,72
"24106","chr6",169141401,169142768,315,314,477,653,295
"24107","chr6",169145588,169146454,65,90,112,157,63
"24108","chr6",169212606,169216136,559,773,1198,1365,585
"24109","chr6",169223438,169226163,312,604,900,1055,378
"24110","chr6",169229391,169231909,178,284,480,629,169
"24111","chr6",169238985,169242804,414,672,916,1184,411
"24112","chr6",169246172,169246895,29,81,140,117,36
"24113","chr6",169248643,169254592,1388,3124,3569,4914,1575
"24114","chr6",169263424,169264479,80,131,253,287,92
"24115","chr6",169264834,169265740,16,79,127,195,30
"24116","chr6",169284937,169285484,66,60,108,144,48
"24117","chr6",169450086,169450668,94,128,179,188,92
"24118","chr6",169487214,169488601,163,297,477,560,196
"24119","chr6",169499067,169502232,329,787,1024,1464,490
"24120","chr6",169653661,169655727,316,513,413,17,279
"24121","chr6",169701292,169702921,404,370,457,730,288
"24122","chr6",169707555,169708201,87,112,161,198,100
"24123","chr6",169722850,169725775,529,714,531,1112,427
"24124","chr6",169751009,169752575,635,440,585,883,388
"24125","chr6",169790096,169790992,97,137,155,199,136
"24126","chr6",169799439,169801112,96,63,105,94,24
"24127","chr6",169829469,169830157,61,110,105,133,52
"24128","chr6",169831883,169832310,31,102,106,171,64
"24129","chr6",169959309,169960057,39,34,54,51,28
"24130","chr6",169961764,169962716,107,220,202,260,111
"24131","chr6",170006114,170008217,249,440,554,672,280
"24132","chr6",170040165,170040904,37,101,96,142,59
"24133","chr6",170066663,170068188,260,487,524,679,228
"24134","chr6",170075751,170076766,55,154,178,152,62
"24135","chr6",170080329,170081450,132,240,134,249,107
"24136","chr6",170129537,170130178,100,114,131,162,76
"24137","chr6",170243252,170245034,109,86,108,131,61
"24138","chr6",170262133,170263051,132,171,168,205,72
"24139","chr6",170264330,170266721,110,95,71,157,58
"24140","chr6",170273215,170274215,60,172,164,231,76
"24141","chr6",170285414,170296105,1510,1813,1380,2110,925
"24142","chr6",170296916,170298373,50,92,62,145,36
"24143","chr6",170306112,170307791,152,212,246,405,134
"24144","chr6",170345377,170348985,623,1055,1413,1899,607
"24145","chr6",170362946,170367655,272,439,627,847,343
"24146","chr6",170370895,170372671,166,158,258,261,100
"24147","chr6",170403255,170404958,263,284,360,597,266
"24148","chr6",170479862,170481095,97,227,238,249,125
"24149","chr6",170530094,170530601,74,66,119,109,41
"24150","chr6",170552713,170554887,499,500,766,1380,458
"24151","chr6",170576020,170577370,191,222,356,451,180
"24152","chr6",170583981,170585229,232,267,276,523,210
"24153","chr7",61294,61860,69,97,176,196,77
"24154","chr7",63851,64400,18,41,74,46,9
"24155","chr7",72573,73140,28,55,100,120,63
"24156","chr7",86627,87643,50,115,147,183,93
"24157","chr7",89199,89996,55,127,200,184,101
"24158","chr7",101349,102058,36,54,50,104,81
"24159","chr7",128998,132970,582,973,899,1213,444
"24160","chr7",148907,150311,446,513,529,825,293
"24161","chr7",153477,154955,97,83,93,164,62
"24162","chr7",166341,166726,53,57,63,82,52
"24163","chr7",191482,193689,295,440,305,574,216
"24164","chr7",219472,220248,63,56,109,68,38
"24165","chr7",249959,250753,94,140,131,200,60
"24166","chr7",341816,342805,55,76,88,114,36
"24167","chr7",424646,425766,84,113,116,138,77
"24168","chr7",431413,432370,48,129,129,129,55
"24169","chr7",517964,520604,303,596,392,677,296
"24170","chr7",574082,575510,105,139,281,231,120
"24171","chr7",589780,591921,143,373,397,496,176
"24172","chr7",596152,600051,534,746,882,1428,422
"24173","chr7",601116,602335,76,105,106,154,70
"24174","chr7",632012,632688,60,47,87,81,28
"24175","chr7",646189,647385,32,74,50,150,44
"24176","chr7",650170,651415,26,38,62,57,27
"24177","chr7",657328,658547,152,273,206,346,138
"24178","chr7",663588,667064,450,1076,1111,1023,494
"24179","chr7",667465,669027,64,210,222,307,108
"24180","chr7",672724,676169,251,491,574,827,202
"24181","chr7",710885,712277,84,200,214,284,126
"24182","chr7",726254,726924,91,140,118,190,78
"24183","chr7",778979,779640,50,70,91,97,44
"24184","chr7",813041,813919,36,59,62,87,50
"24185","chr7",842519,843187,44,103,124,142,78
"24186","chr7",873039,874083,102,180,153,186,86
"24187","chr7",875855,877240,186,263,285,395,158
"24188","chr7",924989,927983,250,67,80,99,20
"24189","chr7",953476,954651,174,70,86,189,84
"24190","chr7",974982,975511,61,117,100,180,75
"24191","chr7",977293,978189,112,191,262,334,99
"24192","chr7",993420,994164,73,160,248,358,137
"24193","chr7",1016966,1018199,89,207,286,340,127
"24194","chr7",1019271,1020572,50,118,135,206,93
"24195","chr7",1026176,1029857,760,950,1295,2082,756
"24196","chr7",1040671,1042393,71,232,218,442,143
"24197","chr7",1043966,1045308,42,236,213,461,59
"24198","chr7",1049440,1057924,989,3813,4159,5808,1662
"24199","chr7",1058386,1059929,141,299,558,612,173
"24200","chr7",1065549,1066191,26,78,102,134,44
"24201","chr7",1076403,1077041,108,107,174,198,149
"24202","chr7",1123308,1124503,280,162,227,402,221
"24203","chr7",1137874,1138659,59,89,102,249,59
"24204","chr7",1159947,1161324,337,253,445,531,251
"24205","chr7",1289526,1290780,120,134,170,255,114
"24206","chr7",1321308,1324561,605,710,819,1214,663
"24207","chr7",1446603,1456229,692,2261,2771,3856,1483
"24208","chr7",1457228,1459457,92,425,398,744,164
"24209","chr7",1531525,1533100,48,101,85,98,53
"24210","chr7",1569656,1570806,293,340,357,580,259
"24211","chr7",2012960,2013414,69,39,74,78,31
"24212","chr7",2104748,2110165,784,743,919,1456,479
"24213","chr7",2115596,2117982,334,426,623,697,279
"24214","chr7",2157397,2158695,120,164,199,300,102
"24215","chr7",2195567,2196646,94,175,234,261,69
"24216","chr7",2232311,2233519,146,165,169,363,90
"24217","chr7",2289092,2289685,55,87,108,178,53
"24218","chr7",2353852,2355067,754,838,972,1261,676
"24219","chr7",2381594,2385210,230,714,806,1070,401
"24220","chr7",2389162,2391197,258,559,668,896,324
"24221","chr7",2399542,2400990,124,120,242,396,122
"24222","chr7",2403087,2405145,106,378,325,665,146
"24223","chr7",2444318,2445470,168,215,344,472,184
"24224","chr7",2451171,2452457,65,196,265,335,118
"24225","chr7",2458828,2461957,403,1095,1311,1585,607
