"","chromosome","start","end","Infant_MO1","Infant_MO2","Infant_MO3","Infant_MO4","Infant_MO5"
"33925","chr11",117759112,117761171,174,158,231,369,100
"33926","chr11",117761475,117769017,822,1168,1683,2518,896
"33927","chr11",117769600,117776273,1218,2161,3103,4393,1544
"33928","chr11",117776713,117779380,166,326,503,673,196
"33929","chr11",117781510,117784527,183,264,365,527,216
"33930","chr11",117785365,117786669,59,73,122,218,96
"33931","chr11",117788729,117797999,1548,1719,2209,4277,1525
"33932","chr11",117799536,117799911,32,26,35,90,35
"33933","chr11",117816192,117816673,94,81,103,133,89
"33934","chr11",117850952,117852341,380,182,178,202,171
"33935","chr11",117854350,117856397,383,226,168,206,217
"33936","chr11",117857979,117858578,126,78,74,76,71
"33937","chr11",117861337,117862847,347,235,210,222,295
"33938","chr11",117865289,117873639,2825,2396,2347,2406,2386
"33939","chr11",117874177,117877138,574,492,415,484,454
"33940","chr11",118068205,118068710,127,86,75,110,93
"33941","chr11",118171479,118173899,187,414,536,412,172
"33942","chr11",118174631,118178023,559,688,757,843,423
"33943","chr11",118179686,118181354,497,773,924,869,399
"33944","chr11",118193811,118195931,545,727,1052,846,450
"33945","chr11",118251866,118252893,270,143,118,231,181
"33946","chr11",118253924,118255208,375,170,188,246,252
"33947","chr11",118315612,118317352,398,453,502,578,473
"33948","chr11",118334720,118335013,65,51,35,23,46
"33949","chr11",118359269,118359941,89,97,146,223,109
"33950","chr11",118400671,118402272,462,457,376,983,429
"33951","chr11",118406280,118407467,103,113,182,289,95
"33952","chr11",118415669,118416128,95,63,70,97,68
"33953","chr11",118434622,118439083,673,748,812,1952,721
"33954","chr11",118461439,118462547,178,125,132,207,116
"33955","chr11",118470215,118471122,141,75,133,197,80
"33956","chr11",118488747,118489035,32,63,72,80,8
"33957","chr11",118516587,118516909,62,42,80,76,38
"33958","chr11",118530728,118531991,129,123,147,310,129
"33959","chr11",118565665,118566301,30,106,139,214,79
"33960","chr11",118571834,118573585,385,359,537,1002,368
"33961","chr11",118590916,118598322,1017,1235,1624,2331,1002
"33962","chr11",118599783,118600929,86,81,119,198,57
"33963","chr11",118601497,118603204,268,261,291,510,248
"33964","chr11",118603906,118636290,6605,8213,9564,15971,6652
"33965","chr11",118638021,118640060,183,215,162,305,127
"33966","chr11",118640225,118641951,235,135,205,328,146
"33967","chr11",118642732,118644035,112,128,168,239,73
"33968","chr11",118656479,118662121,614,612,713,971,459
"33969","chr11",118662271,118664653,218,272,241,338,126
"33970","chr11",118672968,118674348,160,179,266,390,193
"33971","chr11",118687890,118691045,419,636,849,1120,495
"33972","chr11",118704665,118707415,178,608,919,1138,332
"33973","chr11",118726019,118728166,274,362,845,1070,454
"33974","chr11",118747647,118750063,209,209,348,394,204
"33975","chr11",118751595,118752385,40,50,55,113,34
"33976","chr11",118757166,118759206,276,237,302,607,226
"33977","chr11",118762690,118764040,113,88,119,166,74
"33978","chr11",118788673,118793418,1482,1659,1846,3259,1689
"33979","chr11",118869874,118871090,90,170,116,94,50
"33980","chr11",118908777,118919468,894,591,612,901,550
"33981","chr11",118924801,118926447,65,92,102,225,72
"33982","chr11",118927187,118929733,400,430,556,955,434
"33983","chr11",118997008,118998927,175,293,294,741,242
"33984","chr11",119017674,119019281,263,431,306,1072,324
"33985","chr11",119031486,119032100,139,54,78,184,76
"33986","chr11",119056177,119058008,161,234,248,743,215
"33987","chr11",119066728,119068321,456,370,423,924,449
"33988","chr11",119078964,119086296,2685,2567,3535,5933,2833
"33989","chr11",119092659,119095415,339,508,562,1016,407
"33990","chr11",119101479,119102840,468,556,689,1375,601
"33991","chr11",119106602,119108374,152,245,293,652,208
"33992","chr11",119120455,119122237,282,412,506,976,297
"33993","chr11",119168798,119169392,36,61,48,146,55
"33994","chr11",119205556,119207276,192,270,294,675,258
"33995","chr11",119221874,119223127,267,266,307,560,285
"33996","chr11",119267268,119268258,369,122,170,189,170
"33997","chr11",119314406,119321954,2259,1893,2877,4861,2357
"33998","chr11",119333986,119335024,85,146,186,468,134
"33999","chr11",119341172,119342367,55,47,61,175,39
"34000","chr11",119352827,119353819,102,113,142,272,100
"34001","chr11",119355115,119357376,242,236,341,609,248
"34002","chr11",119361029,119363100,253,259,270,333,182
"34003","chr11",119365321,119365754,34,46,42,53,31
"34004","chr11",119366369,119369479,387,415,445,909,336
"34005","chr11",119371428,119381879,2464,2941,4472,6911,2954
"34006","chr11",119421922,119422965,77,89,173,309,46
"34007","chr11",119445775,119446331,104,65,102,85,67
"34008","chr11",119455088,119456070,112,103,143,282,87
"34009","chr11",119526766,119527744,87,152,145,201,82
"34010","chr11",119533803,119534669,74,110,151,252,114
"34011","chr11",119567741,119569206,84,184,333,362,106
"34012","chr11",119579301,119579773,21,28,39,34,12
"34013","chr11",119581693,119582990,62,108,170,146,56
"34014","chr11",119583506,119586929,357,606,610,789,365
"34015","chr11",119587937,119591295,241,383,560,760,280
"34016","chr11",119604577,119620162,5101,6971,8692,12918,5564
"34017","chr11",119621372,119623319,128,131,242,288,130
"34018","chr11",119642309,119642811,42,73,101,135,64
"34019","chr11",119660265,119668046,1527,1878,1927,3434,1504
"34020","chr11",119670363,119674468,950,953,1300,2215,895
"34021","chr11",119678947,119689328,1595,1137,1339,1955,1032
"34022","chr11",119690261,119693486,378,316,315,551,233
"34023","chr11",119693697,119695810,228,186,230,353,157
"34024","chr11",119698645,119700386,264,180,263,395,200
"34025","chr11",119700937,119703629,359,258,260,413,223
"34026","chr11",119705614,119707381,245,193,234,308,168
"34027","chr11",119708177,119710283,251,190,190,318,143
"34028","chr11",119716301,119718795,311,243,311,399,219
"34029","chr11",119720490,119722941,283,197,225,306,190
"34030","chr11",119723707,119731730,1264,1771,1943,3844,1450
"34031","chr11",119739109,119744755,568,947,1073,1829,614
"34032","chr11",119745996,119746606,42,53,77,88,34
"34033","chr11",119772371,119773606,252,213,391,519,220
"34034","chr11",119878967,119880758,129,84,203,299,137
"34035","chr11",119889309,119895544,1995,1845,3162,6123,2063
"34036","chr11",119902675,119903541,31,32,85,149,37
"34037","chr11",119907535,119912500,457,542,878,1179,586
"34038","chr11",119919768,119921039,122,96,195,283,139
"34039","chr11",119933227,119939265,865,922,1560,2578,1031
"34040","chr11",119939653,119941458,145,173,216,323,211
"34041","chr11",119970418,119971695,122,102,170,253,82
"34042","chr11",119973452,119997803,6099,8872,12186,17717,7957
"34043","chr11",119999567,120003186,744,724,1284,1836,853
"34044","chr11",120008324,120009283,91,81,143,197,60
"34045","chr11",120009929,120018778,1749,2016,3435,4662,1916
"34046","chr11",120031291,120035980,306,344,1136,1827,690
"34047","chr11",120062098,120062853,62,73,103,167,56
"34048","chr11",120071703,120074879,264,345,622,719,466
"34049","chr11",120076003,120082482,604,1038,1656,2019,1024
"34050","chr11",120083791,120097650,4870,6125,7708,11319,5394
"34051","chr11",120105314,120108924,290,475,756,1124,386
"34052","chr11",120168861,120171284,191,318,350,469,172
"34053","chr11",120196689,120199537,82,179,340,236,120
"34054","chr11",120207728,120209176,123,96,260,202,120
"34055","chr11",120209766,120214937,151,228,420,356,100
"34056","chr11",120215432,120222055,635,529,1297,705,372
"34057","chr11",120226260,120226954,41,36,61,34,41
"34058","chr11",120324136,120326390,579,406,485,1001,536
"34059","chr11",120333892,120337992,628,976,1127,2217,844
"34060","chr11",120339286,120340315,188,170,297,408,218
"34061","chr11",120376699,120377425,166,106,143,139,116
"34062","chr11",120390792,120392620,425,289,540,752,347
"34063","chr11",120511312,120517868,873,625,973,1270,777
"34064","chr11",120543876,120544263,97,43,67,80,61
"34065","chr11",120546252,120549745,610,413,508,731,348
"34066","chr11",120555099,120555671,78,64,80,142,84
"34067","chr11",120558896,120559962,81,128,106,129,62
"34068","chr11",120561331,120566477,1075,1124,1467,2405,1227
"34069","chr11",120709483,120711157,581,337,608,488,375
"34070","chr11",120738868,120739573,92,48,79,87,63
"34071","chr11",120808750,120812011,770,157,211,315,280
"34072","chr11",120829802,120830710,203,80,92,121,116
"34073","chr11",120950510,120951482,69,112,145,151,58
"34074","chr11",121023844,121024802,150,114,156,330,127
"34075","chr11",121066981,121068764,341,312,648,845,344
"34076","chr11",121070935,121072739,492,528,840,1320,513
"34077","chr11",121292035,121293729,536,372,362,829,475
"34078","chr11",121350015,121353185,629,750,789,1026,658
"34079","chr11",121389349,121390051,88,95,64,160,98
"34080","chr11",121438783,121442197,673,626,859,1072,813
"34081","chr11",121445938,121447045,127,120,123,133,134
"34082","chr11",121451703,121457180,570,861,957,1511,753
"34083","chr11",121459117,121460009,47,127,196,193,100
"34084","chr11",121460976,121461756,52,96,95,122,83
"34085","chr11",121462177,121467788,790,1280,1428,1943,988
"34086","chr11",121471160,121474826,538,587,1027,1318,578
"34087","chr11",121475467,121476574,113,98,188,205,91
"34088","chr11",121499338,121500686,143,172,246,251,136
"34089","chr11",121507092,121509594,869,1000,1330,1734,990
"34090","chr11",121510383,121513685,481,448,788,929,495
"34091","chr11",121521641,121525217,729,843,1152,1329,789
"34092","chr11",121533560,121535861,172,335,415,494,231
"34093","chr11",121578235,121578934,111,44,103,120,78
"34094","chr11",121581640,121583247,250,293,323,532,224
"34095","chr11",121653666,121657624,554,819,1112,1941,590
"34096","chr11",121661843,121662445,67,66,134,134,51
"34097","chr11",121669507,121673475,232,441,991,1742,364
"34098","chr11",121692092,121692729,150,47,182,223,120
"34099","chr11",121694311,121701305,1243,2352,3589,5497,1829
"34100","chr11",121721134,121724945,1951,2373,2646,4012,2173
"34101","chr11",121740767,121743239,788,596,1045,1346,670
"34102","chr11",121795007,121795438,41,38,46,133,48
"34103","chr11",121844134,121845107,295,191,330,187,228
"34104","chr11",121927612,121930528,448,397,642,887,382
"34105","chr11",121961464,121961756,32,14,42,61,24
"34106","chr11",121966474,121967891,287,188,320,414,221
"34107","chr11",121985333,121986406,185,121,233,179,163
"34108","chr11",122007669,122008132,46,45,125,100,77
"34109","chr11",122016001,122016279,35,27,51,54,29
"34110","chr11",122019125,122019415,26,32,55,69,34
"34111","chr11",122070018,122072470,302,403,645,856,272
"34112","chr11",122075871,122078840,350,667,734,1027,366
"34113","chr11",122085108,122086230,69,134,201,259,83
"34114","chr11",122088100,122090097,186,258,323,424,154
"34115","chr11",122093331,122107284,2319,4215,4883,8413,3006
"34116","chr11",122107721,122110035,121,229,326,464,165
"34117","chr11",122112184,122117722,623,896,1556,2088,849
"34118","chr11",122121027,122132675,1225,1772,3084,3380,1506
"34119","chr11",122135164,122139921,404,630,920,1257,462
"34120","chr11",122140295,122147895,1463,1871,2953,3854,1500
"34121","chr11",122148345,122162700,2608,4606,6413,9221,3728
"34122","chr11",122163559,122166298,149,243,332,531,179
"34123","chr11",122167095,122168351,101,154,248,313,162
"34124","chr11",122168990,122169790,39,70,68,158,50
"34125","chr11",122172532,122185296,1750,2757,3657,5451,2133
"34126","chr11",122186139,122186774,19,79,75,120,35
"34127","chr11",122188743,122190229,111,159,209,275,130
"34128","chr11",122191485,122195142,411,510,699,971,410
"34129","chr11",122195751,122217891,5113,8251,10493,16105,6552
"34130","chr11",122223550,122226153,476,691,532,858,494
"34131","chr11",122227925,122237187,1413,2322,1765,3716,1823
"34132","chr11",122246815,122249322,158,575,237,657,256
"34133","chr11",122253267,122254387,166,217,114,296,197
"34134","chr11",122265916,122268178,266,443,174,652,288
"34135","chr11",122269236,122271225,78,276,109,407,139
"34136","chr11",122273375,122274429,103,188,67,233,108
"34137","chr11",122285175,122288175,242,458,218,556,257
"34138","chr11",122291772,122294088,130,327,333,551,203
"34139","chr11",122301969,122302933,21,74,26,113,44
"34140","chr11",122304008,122312995,1576,4681,2056,6426,2204
"34141","chr11",122317218,122317683,22,55,47,58,24
"34142","chr11",122319007,122321224,265,543,356,790,374
"34143","chr11",122344380,122344821,29,61,37,89,19
"34144","chr11",122437707,122444213,574,1824,1812,3511,1096
"34145","chr11",122453095,122454537,77,171,154,460,115
"34146","chr11",122505341,122505872,26,66,68,177,57
"34147","chr11",122580520,122581817,352,312,480,763,345
"34148","chr11",122628616,122629603,187,224,235,386,213
"34149","chr11",122748941,122749713,207,90,150,168,157
"34150","chr11",123054131,123055213,83,92,115,149,69
"34151","chr11",123059099,123065814,2513,2523,2577,4984,2522
"34152","chr11",123187808,123189051,329,207,374,521,347
"34153","chr11",123313111,123313833,203,53,80,132,115
"34154","chr11",123350969,123352102,266,106,171,421,262
"34155","chr11",123398594,123399689,237,82,109,154,172
"34156","chr11",123525149,123526197,151,114,104,237,147
"34157","chr11",123543780,123546175,801,382,538,772,632
"34158","chr11",123559659,123560396,71,105,91,153,43
"34159","chr11",123740651,123742281,164,224,271,492,191
"34160","chr11",124115253,124115954,107,72,66,102,72
"34161","chr11",124622246,124623401,304,325,357,750,239
"34162","chr11",124672322,124674127,138,197,236,383,219
"34163","chr11",124799964,124801232,407,467,380,901,485
"34164","chr11",124806175,124808835,450,510,500,591,358
"34165","chr11",124876021,124877019,76,180,156,333,115
"34166","chr11",124897111,124901053,327,580,827,926,399
"34167","chr11",124915461,124924261,1954,3457,3415,5450,1888
"34168","chr11",124924448,124948515,4606,8069,9539,15197,5526
"34169","chr11",124953515,124954655,161,244,340,753,288
"34170","chr11",125111142,125112309,186,202,214,467,188
"34171","chr11",125201688,125202349,184,114,175,282,155
"34172","chr11",125223735,125224434,129,98,160,166,120
"34173","chr11",125433215,125434345,109,145,179,378,158
"34174","chr11",125437802,125497499,15071,18251,25387,39550,16487
"34175","chr11",125569073,125571116,329,309,325,626,320
"34176","chr11",125591767,125593517,299,305,368,924,326
"34177","chr11",125625133,125626287,278,316,258,657,256
"34178","chr11",125887103,125888390,202,270,206,549,206
"34179","chr11",125902828,125903432,89,106,134,272,95
"34180","chr11",125910068,125912015,454,228,294,416,189
"34181","chr11",125929469,125930210,157,89,132,165,126
"34182","chr11",125955920,125957484,535,169,265,338,362
"34183","chr11",125958123,125960084,617,154,221,306,288
"34184","chr11",126061939,126063849,167,185,200,429,204
"34185","chr11",126146624,126147171,116,77,98,147,80
"34186","chr11",126211348,126212296,104,122,167,312,145
"34187","chr11",126267922,126269625,149,225,233,659,187
"34188","chr11",126303636,126304713,164,225,203,482,148
"34189","chr11",126308044,126308725,83,93,174,311,90
"34190","chr11",126355074,126367569,1809,2860,4445,6889,2644
"34191","chr11",126368339,126369207,55,59,104,190,53
"34192","chr11",126372696,126374722,300,330,481,605,292
"34193","chr11",126375086,126376129,62,42,103,94,32
"34194","chr11",126380879,126381850,54,85,122,201,48
"34195","chr11",126382729,126383800,57,54,125,154,38
"34196","chr11",126386438,126387091,27,23,50,83,33
"34197","chr11",126390291,126397347,762,834,1511,2288,790
"34198","chr11",126404357,126408170,198,358,590,672,190
"34199","chr11",126409265,126411235,299,284,331,578,250
"34200","chr11",126412934,126417383,763,1097,1288,2399,992
"34201","chr11",126419685,126420693,214,155,190,412,168
"34202","chr11",126456945,126461433,429,569,690,999,407
"34203","chr11",126465292,126466100,141,107,193,232,96
"34204","chr11",126480513,126481102,22,74,86,131,50
"34205","chr11",126607115,126608218,26,115,134,200,71
"34206","chr11",126627883,126630320,91,136,350,326,128
"34207","chr11",126654431,126665564,854,1986,3410,3415,1499
"34208","chr11",126669895,126671847,158,234,426,443,187
"34209","chr11",126677449,126678035,8,28,31,63,16
"34210","chr11",126679809,126681337,94,124,307,308,130
"34211","chr11",126683294,126685343,10,69,174,122,40
"34212","chr11",126687702,126690543,268,382,674,790,431
"34213","chr11",126693436,126695915,140,299,476,468,237
"34214","chr11",126697080,126699378,76,179,234,267,100
"34215","chr11",126699920,126705043,762,1478,2309,2505,1222
"34216","chr11",126714614,126718976,100,324,437,473,120
"34217","chr11",126736380,126737923,24,86,114,152,58
"34218","chr11",126739320,126741065,26,50,122,99,28
"34219","chr11",126756005,126757856,29,71,130,191,45
"34220","chr11",126790443,126791786,53,145,226,317,58
"34221","chr11",126807812,126811198,246,536,1008,1166,344
"34222","chr11",126834194,126841860,338,971,1526,1988,592
"34223","chr11",126850767,126851301,20,42,56,57,18
"34224","chr11",126865456,126868139,207,332,370,635,271
"34225","chr11",126876973,126877415,11,36,67,62,27
"34226","chr11",126878683,126879783,94,267,356,539,170
"34227","chr11",126887877,126888725,16,50,127,92,20
"34228","chr11",126889352,126894699,398,1265,1910,2286,447
"34229","chr11",126897486,126898509,38,56,106,128,52
"34230","chr11",126899032,126903644,539,747,1319,1679,661
"34231","chr11",126912968,126913978,101,125,267,248,94
"34232","chr11",126917702,126918835,22,54,85,62,34
"34233","chr11",126919534,126919835,23,24,49,59,20
"34234","chr11",126924398,126927764,164,398,693,809,274
"34235","chr11",126928990,126931026,128,240,440,442,166
"34236","chr11",126931471,126932267,33,53,114,105,40
"34237","chr11",126940069,126943709,226,482,896,978,342
"34238","chr11",126946889,126947831,12,67,98,110,38
"34239","chr11",126948493,126952196,93,213,430,473,132
"34240","chr11",126954445,126955793,33,137,230,206,85
"34241","chr11",126958149,126958619,30,28,88,79,24
"34242","chr11",126967684,126971935,150,490,616,899,231
"34243","chr11",126973922,126974702,14,63,84,120,20
"34244","chr11",126974715,126989102,1638,4786,5811,6936,2587
"34245","chr11",126989188,127001682,318,1466,2218,2551,554
"34246","chr11",127307749,127309444,698,457,930,922,667
"34247","chr11",128451245,128452223,182,146,218,406,178
"34248","chr11",128501879,128502346,16,39,42,34,20
"34249","chr11",128520854,128524335,204,324,381,785,250
"34250","chr11",128524701,128529438,233,334,619,1042,337
"34251","chr11",128531862,128533356,35,128,248,452,106
"34252","chr11",128552814,128553521,46,85,84,208,60
"34253","chr11",129115113,129116884,570,218,233,388,316
"34254","chr11",129142639,129143759,153,105,105,149,117
"34255","chr11",129259280,129260462,119,205,336,591,206
"34256","chr11",129274165,129274638,94,48,46,103,77
"34257","chr11",129278617,129280078,104,157,89,310,124
"34258","chr11",129690852,129691523,189,46,111,213,178
"34259","chr11",129895005,129896050,79,124,122,320,93
"34260","chr11",129976332,129976935,77,48,129,113,70
"34261","chr11",130001352,130003948,1148,1279,1193,2319,1258
"34262","chr11",130068778,130071024,180,280,285,710,170
"34263","chr11",130144122,130144855,185,78,76,94,102
"34264","chr11",130237727,130238259,41,45,67,65,32
"34265","chr11",130238634,130240075,132,152,200,247,107
"34266","chr11",130245617,130247955,565,345,507,539,349
"34267","chr11",130260973,130262029,105,112,130,190,86
"34268","chr11",130265654,130266829,255,189,288,293,178
"34269","chr11",130279689,130281063,196,154,199,289,186
"34270","chr11",130281920,130283027,322,194,257,391,319
"34271","chr11",130294731,130297214,297,275,404,475,282
"34272","chr11",130308643,130315658,954,1145,1333,2411,995
"34273","chr11",130367547,130373041,2312,2924,3641,5788,2422
"34274","chr11",130389611,130390693,80,106,241,318,118
"34275","chr11",130402464,130405315,303,452,662,857,430
"34276","chr11",130417480,130421761,349,510,777,1148,498
"34277","chr11",130422292,130424362,100,116,150,260,101
"34278","chr11",130425188,130428093,108,234,373,504,197
"34279","chr11",130434451,130435068,39,120,150,307,93
"34280","chr11",130583337,130584781,578,310,429,735,524
"34281","chr11",130861896,130862912,90,152,142,236,137
"34282","chr11",130865309,130866009,87,65,144,101,93
"34283","chr11",130870939,130881769,2786,3324,4271,6116,3013
"34284","chr11",130882169,130884257,282,222,287,386,231
"34285","chr11",130886690,130898415,1720,2009,2599,3841,1643
"34286","chr11",130915955,130917152,184,240,240,521,174
"34287","chr11",131157524,131158227,165,99,107,192,102
"34288","chr11",131229107,131229766,206,76,106,152,97
"34289","chr11",131246614,131247164,34,65,112,164,41
"34290","chr11",131253331,131254366,55,99,184,283,88
"34291","chr11",131273303,131281855,916,1518,2953,3674,1070
"34292","chr11",131282797,131283666,65,79,204,194,34
"34293","chr11",131295815,131296988,53,103,227,298,96
"34294","chr11",131307452,131308083,58,71,93,142,66
"34295","chr11",131351015,131351972,54,75,111,135,69
"34296","chr11",131353295,131355489,606,492,545,876,462
"34297","chr11",131370011,131373643,327,613,840,1528,409
"34298","chr11",131374771,131377200,319,282,375,696,277
"34299","chr11",131408967,131409879,121,116,111,224,86
"34300","chr11",131429311,131431106,232,221,340,358,169
"34301","chr11",131440893,131441892,166,115,115,243,97
"34302","chr11",131463300,131464160,54,105,144,217,52
"34303","chr11",131482477,131491072,1346,1986,3032,4763,1653
"34304","chr11",131494393,131500520,614,1209,1760,3088,844
"34305","chr11",131502359,131505129,188,330,528,768,220
"34306","chr11",131505503,131506879,95,109,150,302,102
"34307","chr11",131510726,131511945,74,142,186,261,67
"34308","chr11",131513140,131513900,55,91,102,171,62
"34309","chr11",131516792,131519165,181,225,366,611,179
"34310","chr11",131521748,131525780,336,484,744,1060,347
"34311","chr11",131528099,131540005,4116,6091,8276,11771,5614
"34312","chr11",131542751,131550122,969,1545,1961,2906,1364
"34313","chr11",131557248,131564405,1212,1423,2232,3476,1417
"34314","chr11",131566112,131567095,122,160,166,297,130
"34315","chr11",131569378,131574637,1141,1689,2271,2913,1553
"34316","chr11",131576706,131603306,12000,13561,19470,26141,12862
"34317","chr11",131605101,131607791,318,372,383,798,315
"34318","chr11",131608394,131636222,5828,7742,11023,14172,5997
"34319","chr11",131636625,131638167,123,154,192,219,83
"34320","chr11",131642609,131644965,273,346,427,542,162
"34321","chr11",131650957,131675310,8313,9364,13534,19434,8821
"34322","chr11",131684178,131685407,157,91,195,283,114
"34323","chr11",131693643,131694948,95,126,219,336,112
"34324","chr11",131695964,131696456,53,48,95,84,51
"34325","chr11",131717088,131717954,245,80,123,159,137
"34326","chr11",131762482,131763136,86,54,93,111,49
"34327","chr11",131802570,131803117,116,52,67,136,74
"34328","chr11",131823044,131825228,578,209,296,374,363
"34329","chr11",131976338,131978033,161,253,410,478,218
"34330","chr11",131988424,131989165,89,100,132,243,73
"34331","chr11",132017733,132018311,102,98,133,169,62
"34332","chr11",132041421,132043463,237,332,615,898,218
"34333","chr11",132047074,132047641,32,51,74,148,48
"34334","chr11",132064587,132065561,152,110,180,299,114
"34335","chr11",132241701,132242268,219,60,53,134,79
"34336","chr11",132310405,132313657,914,541,759,1112,695
"34337","chr11",132601582,132602621,338,198,268,372,270
"34338","chr11",132606472,132608630,667,406,694,724,487
"34339","chr11",132943228,132944717,93,227,124,211,131
"34340","chr11",132959517,132960987,68,176,178,294,76
"34341","chr11",132961702,132963247,488,429,557,672,420
"34342","chr11",132970626,132973823,1758,1639,2135,2557,1632
"34343","chr11",133132713,133132998,54,34,45,79,54
"34344","chr11",133191769,133192673,234,70,126,230,151
"34345","chr11",133236045,133236942,150,59,78,166,88
"34346","chr11",133271001,133271892,212,77,142,223,123
"34347","chr11",133338759,133340615,349,401,396,502,412
"34348","chr11",133467597,133468036,38,32,62,102,47
"34349","chr11",133480425,133481332,202,57,93,169,94
"34350","chr11",133506332,133507292,217,63,83,265,138
"34351","chr11",133540965,133542291,276,69,98,275,185
"34352","chr11",133934626,133935255,86,91,75,157,80
"34353","chr11",134004467,134005441,246,162,233,376,230
"34354","chr11",134032146,134032975,107,131,168,197,98
"34355","chr11",134033802,134034983,112,89,124,176,78
"34356","chr11",134069071,134076007,1689,1979,2721,4651,1657
"34357","chr11",134079199,134079766,75,78,78,165,80
"34358","chr11",134094418,134099462,921,585,811,1166,619
"34359","chr11",134100217,134102048,275,161,211,325,209
"34360","chr11",134114435,134131097,4740,5672,8477,12768,5359
"34361","chr11",134136554,134141489,693,670,870,1529,593
"34362","chr11",134148252,134153417,622,757,639,906,413
"34363","chr11",134154575,134155674,122,132,90,152,87
"34364","chr11",134157347,134158363,51,62,78,115,44
"34365","chr11",134215698,134217574,92,126,150,265,91
"34366","chr11",134223666,134225941,440,514,445,1211,427
"34367","chr11",134252495,134253762,78,161,174,448,105
"34368","chr11",134371329,134373965,112,165,196,241,62
"34369","chr11",134385044,134387719,193,303,411,552,178
"34370","chr11",134390321,134391755,41,50,80,141,38
"34371","chr11",134392793,134403544,533,1383,1631,2036,529
"34372","chr11",134404309,134416417,1476,2964,3600,6306,1916
"34373","chr11",134424650,134427410,241,608,741,988,315
"34374","chr11",134432415,134433759,172,231,368,469,156
"34375","chr11",134440838,134441761,32,49,68,120,32
"34376","chr11",134452322,134454303,48,115,208,324,48
"34377","chr11",134459023,134460289,43,59,122,126,36
"34378","chr11",134868812,134869117,59,66,83,137,76
"34379","chr11",134951193,134951793,142,122,118,143,91
"34380","chr11",134954487,134954990,147,45,59,44,57
"34381","chr11",134988290,134989216,177,114,240,282,170
"34382","chr11",134995101,134996439,345,117,238,465,280
"34383","chr11",135004170,135009295,2130,1511,2526,3807,1921
"34384","chr12",188849,189776,34,68,63,159,33
"34385","chr12",194694,195966,16,20,9,30,2
"34386","chr12",196359,205242,664,1020,1541,2039,366
"34387","chr12",207134,208275,16,32,22,33,8
"34388","chr12",304638,306276,390,173,209,414,224
"34389","chr12",422408,422998,149,10,109,158,64
"34390","chr12",453564,453985,137,93,115,291,113
"34391","chr12",509993,510621,118,39,101,141,87
"34392","chr12",569240,572743,176,398,502,698,284
"34393","chr12",574531,581651,383,726,1064,1244,554
"34394","chr12",585749,589749,149,306,752,624,223
"34395","chr12",590225,592247,54,170,318,326,132
"34396","chr12",604991,606931,58,130,202,238,74
"34397","chr12",607536,608674,80,113,206,214,98
"34398","chr12",609859,610629,47,98,56,103,42
"34399","chr12",613983,616770,236,310,440,513,248
"34400","chr12",617302,621260,171,350,528,625,240
"34401","chr12",623256,624453,86,131,157,179,85
"34402","chr12",627655,628628,45,83,97,102,72
"34403","chr12",631745,633141,112,149,268,285,156
"34404","chr12",639125,648983,1190,1495,1911,2877,1167
"34405","chr12",650841,652563,129,187,236,314,149
"34406","chr12",655021,656142,69,82,150,181,98
"34407","chr12",656776,668183,1459,3036,4453,5866,2292
"34408","chr12",672299,672474,23,10,21,34,10
"34409","chr12",673006,674732,168,159,257,300,106
"34410","chr12",675320,677286,225,220,387,431,237
"34411","chr12",693063,696918,466,745,950,1415,572
"34412","chr12",697979,707267,2962,4008,5328,7756,3426
"34413","chr12",708664,710175,179,197,309,498,192
"34414","chr12",710886,714300,1422,1080,1584,2310,1252
"34415","chr12",718152,720387,427,429,657,851,428
"34416","chr12",722364,723288,64,127,149,184,59
"34417","chr12",726156,727440,88,117,206,201,71
"34418","chr12",738556,739350,89,89,156,182,91
"34419","chr12",748459,757772,2643,3463,4366,6779,2871
"34420","chr12",773602,782349,902,1001,1299,1671,904
"34421","chr12",789100,791481,241,190,255,333,163
"34422","chr12",792903,793724,71,52,66,106,58
"34423","chr12",802257,804276,249,158,204,282,168
"34424","chr12",809369,813928,709,654,939,1249,562
"34425","chr12",818472,820350,142,142,155,212,131
"34426","chr12",833830,835288,171,153,217,308,143
"34427","chr12",851343,852897,177,112,197,254,114
"34428","chr12",854749,855846,206,89,112,187,102
"34429","chr12",856551,858869,255,267,256,553,227
"34430","chr12",862435,863238,81,91,109,121,45
"34431","chr12",864775,865385,47,93,69,91,52
"34432","chr12",877425,878581,128,111,148,250,109
"34433","chr12",896677,897876,127,161,151,250,106
"34434","chr12",904048,905639,135,140,122,198,108
"34435","chr12",914655,915624,92,69,69,187,64
"34436","chr12",948791,950400,317,509,400,812,387
"34437","chr12",989876,993128,419,541,428,1118,411
"34438","chr12",1054243,1055040,36,88,105,191,87
"34439","chr12",1083059,1084287,115,225,217,351,106
"34440","chr12",1131806,1132703,97,83,76,235,51
"34441","chr12",1147456,1148446,136,98,130,213,99
"34442","chr12",1153242,1153845,82,104,98,148,57
"34443","chr12",1161388,1163930,488,388,613,966,408
"34444","chr12",1171447,1172503,118,99,147,182,98
"34445","chr12",1173566,1174820,143,105,169,242,101
"34446","chr12",1175979,1176909,190,68,116,148,96
"34447","chr12",1318213,1319360,401,255,234,417,238
"34448","chr12",1428126,1429302,224,113,192,258,153
"34449","chr12",1541557,1542144,149,48,67,145,90
